URL,Burmese,Translated,Google Translate
https://twitter.com/MinTinKoKo/status/1380191404148760579,အာဏာသိမ်းလိုက်တာ တရက်ထဲပဲ မူလမူပိုင်လက်ထဲ အာဏာကို ပြန်ရဖို့က တရက်ထက် ပိုကြာလိမ့်မယ် ဆိုတာတော့ လက်ခံထားရမယ် အားလုံးပဲ စိတ်ဓာတ်တွေကျကုန်ရင် ပြန်ကောက်ကြပါ စိတ်ရှည်ပေးကြပါ အားတင်းထားကြပါ မဝေးတော့တဲ့ အောင်ပွဲက လက်တကမ်းမှာပါ *မြန်မာတွေ စိတ်မှတ်ရှိကြပါ* #အရေးတော်ပုံအောင်ရမည်,It took only one day to execute the coup. (We) must accept that reclaiming the power will take more than 1 day. Please pick yourself up and be patient. The victory is just an arm’s length. *Please take note Myanmar people* #WinTheUprising.,The coup d'état took place in one day. It will take more than one day to regain power in the hands of the original owner. We have to accept that everyone should pick themselves up if their spirits are low. Be patient and be strong. The victory is not far away.
https://twitter.com/yogmike2/status/1443401893657464840,အဲတော့ ဒီကာလမှာ တရားသောစစ်ကိုဘဲ ခေါင်းထဲထည့်ထားကြပါ ပြည်သူလူတုအပေါင်း... ရှင်းစရာ ရှိတာရှင်း. ..ဘောင်ချာစုတ်ရမယ့်သူ နာမည်စားရင်းလည်း မှတ်ထားကြပါ မိသားစု ဆွေမျိုး အကုန်ပေါ့... ကိုယ်တွေက မန်းလေးကဆိုတော့ အရင်ဆုံး စကစ အလိုတော်ရိ တွေ...ဘဏ်ဥက္ကထတွေ..မန်နေဂျာတွေ.. #အရေးတော်ပုံအောင်ရမည်,"Dear people, please take note that we are waging a fair war during this period. Do what is needed. Take note of the list of names who needs to be handed justice. Everyone including the family and relatives. Since I am from Mandalay, it include the army’s close allies, bank executives and managers. #WinTheUprising","At this time, let's put the righteous war in our heads, all the stupid people... There is clearly something to be done. .. Remember the name of the person who will be tearing the brochure. Family and relatives... Since you are a man, the first thing to do is the sycophants... bank clerks.. managers.."
https://twitter.com/ZtozM/status/1395959090719776772,ခုရေတွင်းတူး ခုရေကြည်သောက်ချင်သလိုမျိုး မဖြစ်အောင် ကိုယ့်ဟာကိုယ် ထိန်းနေရတယ်။ တော်လှန်ရေးက ကြာလာရင် endurance test တစ်ခု ဖြစ်လာတော့ အမှန်ပါ။ အားတင်းထားကြပါ။ လိုအပ်တဲ့အချိိန် အနားယူပါ။ ပြီးရင် တူတူ ရှေ့ဆက်လျှောက်ကြမယ်။ ✊ #အရေးတော်ပုံအောင်ရမည် https://t.co/J7t0yS9Ttf,I have to control myself to avoid impulsive action. The uprising is certainly going to be an endurance test as the time goes. Please be patient. Take a rest when necessary. We will march forward together. #WinTheUprising https://t.co/J7t0yS9Ttf,"I have to control myself so that I don't want to dig a well and drink clear water. It's true that if the revolution takes too long, it will become an endurance test. Be strong. Rest as needed. Then we will continue together. ✊ #ชี่วัววัว https://t.co/J7t0yS9Ttf"
https://twitter.com/daldpau/status/1385114058404339714,@ASEAN လာမည့် 24ရက်နေ့တွင် အာဆီယံ အစည်းဝေးသို့ MAL တက်ရောက်မည်ဟုသိရပါသည်။ သန်းရွှေခေတ်တုန်းက အာဆီယံမှ တဆင့် သူ၏အပြစ်လွတ်သွားတာ ကြားသိရပါတယ်။ သို့သော်ယခုအခြေနေတွင် MAL၏ အပြစ် လွတ်ခွင့်ပေးမည်ဆိုလျှင် ASEANအနေဖြင့် အဖိုးအခ ပြန်လည်ပေးဆပ်ရမည်ဖြစ်ကြောင်းသိရှိစေလိုပါတယ်။ #အရေးတော်ပုံအောင်ရမည်,"@ASEAN Min Aung Hlaing is expected to attend the ASEAN meeting on the upcoming 24th . It was known that Than Shwe was freed from his wrongdoings by ASEAN before. However, ASEAN will pay the price if they try to cover up for Min Aung Hlaing. #WinTheUprising.","@ASEAN It is known that MAL will attend the ASEAN meeting on the 24th. During Than Shwe's era, I heard that he was acquitted through ASEAN. However, in this situation, if MAL's guilt is absolved, ASEAN will have to pay the price. #ค้วัยตั่ม่"
https://twitter.com/khin_ksdk/status/1383847990821982222,ပြုခဲ့ဖူးတဲ့ ကုသိုလ်ကောင်းမှုတွေကို သစ္စာဆိုပြီး မွေးနေ့မှာ တောင်းချင်တဲ့ ဆုက မြန်မာနိုင်ငံနဲ့ မြန်မာပြည်သူပြည်သားအားလုံး ဘေးအန္တရာယ် ကင်းကြပါစေ စစ်မှန်တဲ့ဒီမိုကရေစီ အမြန်ဆုံး ရရှိကြပါစေ အာဏာရှင်စနစ် မုချ ကျရှုံးပါစေ #အရေးတော်ပုံအောင်ရမည် 💪 #Apr19 @KhinSandiKyaw12 https://t.co/pZgY9wmK2r,I wish on my birthday that Myanmar and her citizens are safe. May we all get the true democracy soon. May the dictatorship fail! #WinTheUprising # Apr19 @KhinSandiKyaw12 https://t.co/pZgY9wmK2r,"The reward I want to ask for on my birthday is to swear by the good deeds I have done, may Myanmar and all the people of Myanmar be safe, may true democracy be achieved as soon as possible, may the tyranny fail for sure."
https://twitter.com/kyaw_bayani/status/1384401802054017024,မတရားတာကို မြင်နေရဲ့သားနဲ့ လုပ်နေတာ မှန်တယ်လို့ တွေးနေသူ ရေးနေသူတွေကိုတော့ ရွံကိုရွံတာပါ ...!! နှစ်လကျော်အတွင်းမှာ လူပေါင်း 700 ကျော်ကို ရက်ရက်စက်စက်ပစ်သတ်ခဲ့တဲ့ အဖွဲ့အစည်းကို ထောက်ခံမိနေခဲ့ရင် ..မိမိလိပ်ပြာကို မိမိရှက်တတ်ကြပါ ....!!!!! #အရေးတော်ပုံအောင်ရမည် #credit https://t.co/TZZ3dS9mHU,It is disgusting to see people who think the atrocities are right! It is shameful when you support the organization which killed over 700 people in the span of two months!! #WinTheUprising #credit https://t.co/TZZ3dS9mHU,I am disgusted by those who see injustice and think that what they are doing is right...!! If you supported an organization that brutally shot more than 700 people in more than two months. #ชี่วัยตั่ม่วั่ #credit https://t.co/TZZ3dS9mHU
https://twitter.com/ThisRin/status/1425048456603840517,"နာကျင်စရာတွေက ရင်ဘက်နဲ့အပြည့် လူတိုင်းမှာဒဏ်ရာကိုယ်စီ ရှင်လျက်နဲ့ သေနေရတဲ့ ဘဝမျိုး မလိုချင်တော့ဘူး ဒါကြောင့် ရုန်းထွက်ရမယ် တိုက်ထွက်ရမယ် တွန်းထွက်ရမယ် ဖောက်ထွက်ရမယ် ။ The ,Aug 10 #သွေးမအေးတဲ့သံဃသမဂ္ဂသပိတ် #စစ်အာဏာရှင်စနစ်မုချကျဆုံးရမည် #အရေးတော်ပုံအောင်ရမည် #OurGovernmentNUG https://t.co/mdfIykLIgo","We no longer want a living dead life where there is pain and suffering within. Therefore we need to rebel, fight and push. August 10th . #MonkStrike #DictatorsMustFall #WinTheUprising #OurGovernmentNUG https://t.co/mdfIykLIgo","I don't want a life where everyone is living and dying with their own wounds, so I have to get out, fight, push, and break through. The , Aug 10 #这是是是是是智官官方#晨院了电影 must surely fall #这電高道论 #OurGovernmentNUG https://t.co/mdfIykLIgo"
https://twitter.com/UrsulaWN1/status/1361549191554637824,တနေ့တနေ့ တူတူဝိုင်းတွိကြတဲ​့ မြန်မာလူအုပ်ကြီးကြောင့် သတင်းတွေ တကမ္ဘာလုံးမှာ အချိန်နဲ့ တပြေးညီ အဆက်မပြတ်တက်နေတာပါ.. ဒီတိုက်ပဲွ မဆုံးမချင်း တူတူတိုက်ကြရအောင်ပါ.. သတင်းထူးရင်လဲ အချင်းချင်း tag ပေးကြပါ ဒီပဲွက သူသေ သူသေနော်.. #RejectMilitaryCoup #အရေးတော်ပုံအောင်ရမည် https://t.co/9R0CamMcOE,There is a continuous flow of news due to the massive volume of tweets from Myanmar people. Let’s fight this war together until the end. Please tag each other if there is also news. This fight is brutal. .. #RejectMilitaryCoup #WinTheUprising https://t.co/9R0CamMcOE,"Because of the Burmese crowd who are fighting each other day by day, the news is constantly going up all over the world in real time.. Let's fight together until this fight ends.. If there is any news, tag each other."
https://twitter.com/HtawNu/status/1379438037118066692,ကချင် ဒေသ စစ်ဘေးစခန်းက ကလေးတွေ အရုပ်တွေ နဲ့အကျီတွေ ရလို့ ပျော်နေကြတာ ❤️ တို့ချစ်တဲ့ကလေးတွေ အရုပ်တွေ ပိုက်ပြီး ပြုံးနေတာလေးက အပြစ်ကင်းလိုက်တာ❤️ ကလေးတို့ဘဝအေးချမ်းဖို့ ကိုကို မမ တို့တိုက်ပွဲဝင်နေပါတယ်အားတင်းထားပါ❤️ #အရေးတော်ပုံအောင်ရမည် #WhatsHappeningInMyanmar https://t.co/KIpuMjb5pE,"The kids in a refugee camp in Kachin State are elated because they received toys and shirts. They look very pure while holding toys and smiling. Please be strong, we are fighting for a peaceful life for you guys. #WinTheUprising #WhatsHappeningInMyanmar https://t.co/KIpuMjb5pE",The children in the Kachin war camp are happy to receive toys and jackets ❤️ The children we love are smiling while holding the toys. It's innocent ❤️ We are fighting to make the children's lives peaceful. Stay strong ❤️ #ปีปิตั้ายต้า #WhatsHappeningInMyanmar https://t.co/KIpuMjb5pE
https://twitter.com/KaungMyetMin/status/1410493603793756161,"Mask တပ်ကြပါ ~~~~~~~~~~~ ""ဘာကြောင့်ထွက်ထွက် Mask ကိုတပ် ပြန်လာသည့်အခါ လက်ဆေးပါ"" Mask သည် နှာခေါင်းနှင့် ပါးစပ်လုံအောင်ဖုံးအုပ်ရန်သာဖြစ်ပြီး မေးသိုင်းရန်မဟုတ်ပါ။ သတိပြုဆင်ခြင်ခြင်းဖြင့် မိမိ မိသားစု မိမိပတ်ဝန်းကျင်ကို ကာကွယ်ပါ။ #Maskတပ်ပါ #အရေးတော်ပုံအောင်ရမည်","Please wear mask ~~~~~~~~~~~ “Please wear the mask and wash your hands whenever you go out. Mask is to cover the nose and mouth, not for hanging it near the neck. Please protect your family and surrounding. #WearMask #WinTheUprising","Wear a mask ~~~~~~~~~~~ ""Why don't you wear a mask and wash your hands when you come back?"" The mask is only to cover the nose and mouth, not the chin. Protect your family and your environment by being careful. #MaskPorte #Must be successful"
https://twitter.com/MizzimaNews/status/1538712164688531456,အကြမ်းဖက်စစ်အာဏာရှင် ဆန့်ကျင်ရေး တနင်္သာရီတိုင်း သရက်ချောင်းမြို့နယ်သပိတ် =============== အကြမ်းဖက် ဖက်ဆစ် စစ်အာဏာရှင် ဆန့်ကျင်ရေး တနင်္သာရီတိုင်း သရက်ချောင်းမြို့နယ်သပိတ်ဟာ ယနေ့ ဇွန်လ ၁၉ ရက်တွင် လှည့်လည်ကြွေးကြော်ဆန္ဒပြကြသည်။ #အရေးတော်ပုံအောင်ရမည် #ဆန္ဒပြ #PhotoNews #Mizzima https://t.co/b5zdRHEL8g,Thayat Chaung Township Strike against the Terrorist Dictators =============== Thayat Chaung Township Strike against the Terrorist Dictators is happening today on 19th of June. People are walking and chanting to display their dissent. #WinTheRevolution #Strike #PhotoNews #Mizzima https://t.co/b5zdRHEL8g,Tanintharyi Thani Tharakchao Township strike against the terrorist military dictatorship =============== The strike in Tanintharyi Division Tharakchaoug Township against the terrorist fascist military dictatorship is today on June 19. #ป้วปับตัววัวย์ #สุ่วิ่ #PhotoNews #Mizzima https://t.co/b5zdRHEL8g
https://twitter.com/MizzimaNews/status/1537815947578224640,အကြမ်းဖက်စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆားလင်းကြီးမြို့နယ် သပိတ်စစ်ကြောင်း ================ အကြမ်းဖက် ဖက်ဆစ် စစ်အာဏာရှင် ဆန့်ကျင်ရေး ဆားလင်းကြီးမြို့နယ် သပိတ်စစ်ကြောင်းဟာ ယနေ့ ဇွန်လ ၁၇ ရက်တွင် လှည့်လည်ကြွေးကြော်ဆန္ဒပြကြသည်။ #အရေးတော်ပုံအောင်ရမည် #ဆန္ဒပြ #PhotoNews #Mizzima https://t.co/qrPRi5yqoe,Serlingyi Township Strike against the Terrorist Dictators =============== Serlingyi Township Strike against the Terrorist Dictators is happening today on 17th of June. People are walking and chanting to display their dissent. #WinTheRevolution #Strike #PhotoNews #Mizzima https://t.co/qrPRi5yqoe,Sarlingyi Township picket line against the terrorist dictator ================ The Sarlinggyi Township picket line against the terrorist fascist military dictator went around shouting and protesting today on June 17. #ป้วปั่วัววัววัย #ป้าว้ย #PhotoNews #Mizzima https://t.co/qrPRi5yqoe
https://twitter.com/NwayNwa62258974/status/1385875243043065859,မနေ့က ဇာတိ ထားဝယ်မြေမှာ စစ်အာဏာရှင်ကိုတွန်းလှန်ရာမှာ ပါဝင်ရင်း လူစုဖြိုခွင်ဖမ်းဆီးနေတဲ့ အချိန်မှာ အဖမ်းအဆီး မခံရအောင် ကလေးလေးဆုတောင်းနေတဲ့ ပုံလေး ကြေကွဲရပါတယ် ကလေးတွေရယ် အမြန်ဆုံး ဝိုင်းဝန်းကူညီဖြေရှင်းပေးနိုင်သူတွေ ပေါ်လာပါတော့ အေးချမ်းပါစေ မြန်မာပြည် #အရေးတော်ပုံအောင်ရမည် https://t.co/0NXugLsaFT,This picture depicts the children praying for those who participated in the revolution and are being arrested. May there be people who come to solve the problem soon. May there be peace in Myanmar #WinTheRevolution https://t.co/0NXugLsaFT,The picture of a child praying not to be arrested while participating in the resistance against the military dictator in his hometown of Dawei yesterday. The picture of a child praying not to be arrested is heartbreaking. Children who can help and solve it as soon as possible. Peace be upon you. Burma #ปีไทยตั่ว้ย่ https://t.co/0NXugLsaFT
https://twitter.com/BMFM_NYC/status/1393323775232458754,"မအလ များ, မင်းတို့လဲ ပြည်သူကို နှိပ်စက် နေသ၍ မင်းတို့ရဲ့ အာဏာ လဲ ဘယ်တော့မှတည်မှာမဟုတ်ဘူး။ ပြည်သူကလဲ ဘယ်တော့မှ မင်းတို့ကိုလက်ခံမှာ မဟုတ်ဘူး။ မင်းတို့တွေ ကုန်ဆုံးမဲ့အချိန် နီးနီး လာပြီ။ #အရေးတော်ပုံအောင်ရမည်","Motherfuckers, your reign will not last as long as you are torturing the citizens. People will never accept you too. Your time to go is approaching. #WinTheRevolution","As long as you oppress the people, your power will never be established. People will never accept you. The time of your end is near. #ค้วัยตั่ม่"
https://twitter.com/soemyintkhine/status/1375746363498110978,ယနေ့ ၂၇ မတ်လ ၂၀၂၁ တစ်ရက်တည်း မွန်းလွဲ ၃ နာရီထိ စာရင်း နိုင်ငံအဝှမ်း ​ြမို့​ပေါင်းစုံမှ စစ်အာဏာသိမ်းဆန့်ကျင်သူ ၇၈ ဉီး သတ်ဖြတ်ခံရသည် ဟု ကြားသိရသဖြင့် ဝမ်းနည်းရပါသည် #အရေးတော်ပုံအောင်ရမည်,"We are sad to hear that 78 people, who are against the military coup, were killed today on 27th of March 2021. #WinTheRevolution","Today, March 27, 2021, I am saddened to hear that 78 people from all walks of life who opposed the military coup were killed in one day until 3:00 p.m."
https://twitter.com/Minmgmg62400798/status/1461684064654704640,"ကာလအတော်ကြာ ပျောက်ဆုံးနေတဲ့ မန္တလေးရဲ့ သံပုံးတီး ညသပိတ် ✊ အလိုမရှိသီချင်း မြိုင်နေအောင်ဆိုကာ မီးတုတ်များပါ ကိုင်ဆောင်လို့ ရပ်ကွက်ပါဝင်မှု့ အားကောင်းကောင်းနဲ့ အာဏာရူးကို ဆန့်ကျင်တော်လှန်ချီတက်ခဲ့သည့် ""မန္တလေး သပိတ်အင်အားစု"" ညသပိတ် ✊ #အရေးတော်ပုံအောင်ရမည် https://t.co/sBVuhwRPog","Mandalay’s long lost Night strike ✊ A large group of people with torchlights carried out a strike and sang the song “We don’t need you”, to display their dissent against the dictators.","Mandalay's long-lost tambourine night strike ✊ The ""Mandalay Strike Force"" night strike, which marched against the tyranny by carrying torches and carrying torches, singing the song of កកាកងាក"
https://twitter.com/pyaezone/status/1371132780097069063,ဘာ မာရှယ်လောမှ ကြောက်မနေကြနဲ့။ Feb 1 တည်းက သူတို့လုပ်ချင်သလို လုပ်လာကြတာ။ ခုလည်းတူတူပဲ။ အလကား ကြောက်အောင် သက်သက်ခြောက်နေတာပါ။ သူတို့ ပထွေးစီးပွားရေးထိလို့။ သတိတော့ ပိုရှိကြပေါ့ သန်းခေါင်ထက်တော့ ညဥ့်မနက်တော့ပါဘူး။ #အရေးတော်ပုံအောင်ရမည်,"Don’t fear any martial law. They have been doing anything they want since the 1st of February, and it is the same now too. They are just trying to scare you because their businesses are affected. Be more careful. There is nothing worse anymore. #WinTheRevolution","Don't be afraid of anything Marshall. Since Feb 1, they have been doing what they want to do. It's the same now. I'm just trying to scare you for nothing. Because of their stepfather's business. Be careful, it's no later than midnight. #ค้วัยตั่ม่"
https://twitter.com/SaNaing85/status/1392164145487695879,ရက် (၁၀၀) တမ်းချင်း .. ခိုင်မာတဲ့ဇွဲ ရင့်သန်တဲ့သတ္တိ အာဏာရှင်အမြစ် အပြီးဖြုတ်ဖို့ ကျခဲ့ရတဲ့ အာဇာနည့်သွေး၊ အာဇာနည့်ချွေး ရင်ထဲဦးညွှတ် ဂုဏ်ပြုလိုက်ရင်း နောင်နှစ်(၁၀၀)မကရှင်သန်မယ့် ဖက်ဒရယ်ဒီမိုကရတ္တစ်ပြည်ထောင်စု မြန်မာနိုင်ငံတော်။ .. ‘စနိုင်’ #အရေးတော်ပုံအောင်ရမည်,"100 Days .. The blood of gritty and brave matyrs to unroot the dictators. We salute and congratulation to those heroes of The Federal Democracy Myanmar, which will last beyond 100 years. ‘Sa Naing’ #WinTheRevolution","(100) days. The Federal Democratic Union of Myanmar, which will survive for the next 100 years, while bowing and bowing to the martyrs. .. 'Start' #ชีไทยตั้าย"
https://twitter.com/ThisRin/status/1420690856856616963,ခွေးမြီးကောက် ကျောက်ပတ်တီး စည်းထားလည်း ကောက်မြဲ ကောက် ကျစ်မြဲကျစ် ကောက်ကျစ် စ က စ ကိုဘယ်တော့မှ မယုံရ ။ #July 29 Coup #စစ်အာဏာရှင်စနစ်မုချကျဆုံးရမည် #သွေးမအေးတဲ့သံဃသမဂ္ဂသပိတ် #အရေးတော်ပုံအောင်ရမည် https://t.co/4DlHI7FQzG,The Army can never be trusted because it never changed. #July 29 Coup #DictatorshipMustFail #MonkStrike #WinTheRevolution https://t.co/4DlHI7FQzG,"Even if the dog's tail is tied with a stone bandage, it will never be trusted. #July 29 Coup #The dictatorial system must surely fall #The blood is not cold and the union strike #It must win https://t.co/4DlHI7FQzG"
https://twitter.com/AungZaw97144787/status/1371453390996209667,အာဇာနည်သူရဲကောင်းမလေး မဇူးဝင့်ဝါ အသက် ( ၁၅ ) နှစ် တောင်ဒဂုံ ၅၅ ရပ်ကွက် သူရေးခဲ့တဲ့စာလေးကိုမျှဝေပေးလိုက်ပါတယ် သမီးသေသွားခဲ့ရင်မကယ်ပါနှင့် သမီးကိုထားပီးနိုင်အောင်ကြိုးစားကြပါ ဒီတိုက်ပွဲအောင်ရင်သေပျော်ပါပီ #အမျိုးသမီးသူရဲကောင်း♀️ #အမ္ဘာမကြေဘူး #အရေးတော်ပုံအောင်ရမည် #CRPH #Mar15Coup https://t.co/rgaMy5Vlz0,"This is the letter from the martyred hero Ma Zuu Wint Wah, aged 15, from the 55th Township of South Dagon, which reads “Please don’t save me if I am down. Please leave me and fight until you win. I can die happily if we win this war.” #Heroine #NeverForget #WinTheRevolution #CRPH #Mar15Coup https://t.co/rgaMy5Vlz0","Martyr heroine Mazu Winwa, 15 years old, Taungdagon 55 Ward, I'm sharing a letter she wrote. If my daughter dies, don't save her. Please try to keep her. If you win this battle, you will be happy."
https://twitter.com/MoeSandar2022/status/1530841793365147648,ပြာပုံကနေ ပြည်သစ်တည် အတူရုန်းကန် ဖေးမမည်။ မီးလောင်တိုက်သွင်းလို့ ပြာကျသွားမယ့်အထဲ တော်လှန်စိတ်မပါဘူး ပညာရေး အခြေပြု ( CDM ) သမဂ္ဂ မေ ၂၇.၂၀၂၂ခုနှစ် #အရေးတော်ပုံအောင်ရမည် #စစ်အာဏာရှင်စနစ်ကျဆုံးရမည် #ပညာရေးအခြေပြုCDMသမဂ္ဂ #FGWM https://t.co/Vt0hOEmQ8Z,"We will rebuild the nation from ashes altogether. Our uprising spirit is not burnt. Basic Education (CDM) Union. 27th, May 2022. #WinTheRevolution.","We will fight together to build a new land from the ashes. I do not have the revolutionary spirit to be reduced to ashes by the holocaust. Education Based (CDM) Union May 27, 2022."
https://twitter.com/AungWaiMyo2/status/1376228764602884096,အာဏာရူးက ငါတို့ရဲ့ အိပ်မက်တွေကို ဖျက်စီးခဲ့တယ်... ငါတို့က အာဏာရူးမက်နေတဲ့ အိပ်မက်တွေကို ဆက်မက်ခွင့်မရအောင် ပြန်လည်ဖျက်စီးပစ်ရမယ်... ပြီးရင် ငါတို့ရဲ့ အိပ်မက်တွေကို ဆက်လက်တည်ဆောက်ကြမယ်... ဒါငါတို့ဆက်လျောက်ရမယ့် ပန်းတိုင်ပဲ။ ။ 28.3.2021 🇲🇲 #အရေးတော်ပုံအောင်ရမည် https://t.co/ohOV4TNz73,Those crazy for power destroyed our dreams. We will destroy their dreams too. We will rebuild our dreams afterwards. This is the goal we will aim for. 28.3.2021 MM #WinTheRevoluation https://t.co/ohOV4TNz73,The power maniac destroyed our dreams... We must destroy the power maniac dreams so that we don't continue to dream... Then we will continue to build our dreams... This is the goal that we will continue to pursue. . 28.3.2021 🇲🇲 #ชีไป้วัววั่วั่ https://t.co/ohOV4TNz73
https://twitter.com/HeinSoe25041508/status/1378188121733353476,အာဇာနည် လူငယ်တွေကတော့ အသက်၊ သွေးတွေနဲ့ ရင်းနှီးထားဆဲ၊ ထားပြီးပြီ။ ကျန်တဲ့သူတွေက စိတ်ဓါတ်ကျ၊ အားလျော့နေလို့ မဖြစ်ဖူး။ ဘယ်လိုအကြောင်းပြချက်နဲ့မျှ အားလျော့ အရှုံးပေးလို့မဖြစ်ပါဘူး။ ဆက်လက်ပြီး ကိုယ်စွမ်းတဲ့ဘက်ကနေ ပိုပြီး အားစိုက်ကြမယ်။ #အရေးတော်ပုံအောင်ရမည် #WhatsHappeningInMyanmar https://t.co/G45miQuSCX,Young heroes have invested their lives in this. The rest of us cannot give up no matter what. We will put more effort from what we can. #WinTheRevolution #WhatsHappeningInMyanmar https://t.co/G45miQuSCX,"The young martyrs are old, still familiar with blood, already The rest are depressed, It never happened because I was weak. No reason to give up. They will continue to put more effort into their abilities. #ชี่ชับตัววั่ม่ #WhatsHappeningInMyanmar https://t.co/G45miQuSCX"
https://twitter.com/axen_sett/status/1382563828660121600,အတုအယောင် ဝါဒဖြန့်မှုတွေက တော်လှန်ရေးကို မတားဆီးနိုင်စေရ ညီနောင်များသည် အသက်ကိုပေး အသက်ကို ရင်း၍ ဒီမိုကရေစီနှင့် တရားမျှ တမှုအတွက် တိုက်ပွဲဝင်ခဲ့ကြသည်။ စာရွက်ပေါ်မှ အတုအယောင်များက ငါတို့ရဲ့ စာ်းလုံးညီညွတ်မှုကို မဟန့်တားနိုင်စေရ။ #အရေးတော်ပုံအောင်ရမည် #WhatsHappeningInMyanmar https://t.co/x2bQk47InX,Those propagandas cannot hinder the revolution. Our brothers fought with their lives for the democracy and fairness. Those fake ones on paper cannot stop our unity. #WinTheRevolution #WhatsHappeningInMyanmar https://t.co/G45miQuSCX,The brothers gave their lives to fight for democracy and justice so that false propaganda could not stop the revolution. Let no falsehoods on paper hinder our unity. #ปัปปัต้ายลั้น #WhatsHappeningInMyanmar https://t.co/x2bQk47InX
https://twitter.com/PTG677/status/1382590998056992771,အတုအယောင် ဝါဒဖြန့်မှုတွေက တော်လှန်ရေးကို မတားဆီးနိုင်စေရ ညီနောင်များသည် အသက်ကိုပေး အသက်ကို ရင်း၍ ဒီမိုကရေစီနှင့် တရားမျှ တမှုအတွက် တိုက်ပွဲဝင်ခဲ့ကြသည်။ စာရွက်ပေါ်မှ အတုအယောင်များက ငါတို့ရဲ့ စည်းလုံးညီညွတ်မှုကို မဟန့်တားနိုင်စေရ။ #အရေးတော်ပုံအောင်ရမည် #WhatsHappeningInMyanmar,Those propagandas cannot hinder the revolution. Our brothers fought with their lives for the democracy and fairness. Those fake ones on paper cannot stop our unity. #WinTheRevolution #WhatsHappeningInMyanmar https://t.co/G45miQuSCX,The brothers gave their lives to fight for democracy and justice so that false propaganda could not stop the revolution. Let no falsehoods on paper hinder our unity. #ชี่คัววั่วิว #WhatsHappeningInMyanmar
https://twitter.com/HeinSoe25041508/status/1378219882576154624,ကျနော်တို့မှာ ဝါဒီစွဲမရှိပါဘူး။ လိုချင်တာ လွတ်လပ်မှုပဲ။ နိုင်ငံအတွက် ရဲရဲဝံ့ဝံ့နဲ့ အသက်ကိုပင် ပေးဆပ်ထားတဲ့ ကိုယ်နဲ့ရွယ်တူ လူငယ်တွေကို အလေးပြုပါတယ်။ ငါလည်း ကိုယ်စွမ်း၊ ညဏ်စွမ်းရှိသမျှ တိုက်ပွဲ ဝင်သွားပါ့မယ်လို့ ဂတိပြုပါတယ်။ #အရေးတော်ပုံအောင်ရမည် #WhatsHappeniningInMyanmar https://t.co/ZS1Qx51cfK,We do not lean to any side. We just want freedom. We salute the courageous souls who gave their lives for the country. I promise to use all my might to fight on. #WinTheRevolution #WhatsHappeniningInMyanmar https://t.co/ZS1Qx51cfK,"We have no bias. I want freedom. I salute the young people of my age who bravely sacrificed their lives for the country. I am also able, I promise that I will enter the battle with all my strength. #ชีวัยตั่มั้น #WhatsHappeniningInMyanmar https://t.co/ZS1Qx51cfK"
https://twitter.com/KhantZawLin8/status/1367088392333328384,_မင်းအောင်လှိုင်က ထွက်ပြေးနေပြီ မင်းတို့တွေက ထောင်ကျခံမလား _တစ်သက်တစ်ကျွန်းမကျချင်ရင် လက်နက်ချပြီး အမြန်ပူးပေါင်း _မင်းတို့ရမယ့် ပိုက်ဆံတွေ ဗိုလ်ချုပ် တွေက ခေါင်းပုံဖြတ် _အရာရှိတွေက တိုက်နဲ့နေပြီ မင်းတို့တွေက လိုင်းခန်းစုတ်နဲ့ #RejectMilitaryCoup #အရေးတော်ပုံအောင်ရမည် #crd,Min Aung Hlaing is fleeing. Do you want to be imprisoned? Surrender with your weapons quickly if you do not want life imprisonment. Your generals are exploiting your earnings. They live in big buildings while you live in shabby flats. #RejectMilitaryCoup #WinTheRevolution #crd,"_ Min Aung Hlaing is already on the run, will you go to jail _ If you don't want to be imprisoned for life, surrender and join quickly _ The money you will get is exploited by the generals _ The officers are already fighting, you are going to be torn apart #RejectMilitaryCoup #ปีไลวยวั่ม่ #crd"
https://twitter.com/MoeZawK80806270/status/1382674765337399297,မုံရွာက ကိုဝေမိုးနိုင် (ပန်ဒါကြီး ) ဖမ်းဆီးခံရတာသေချာသွားပါပြီ !!! အိမ်စီးကားနဲ့ တိုက်ပြီး ရိုက်နှက်ဖမ်းဆီးသွားတယ်လို့ပြောပါတယ် ..ကျမတို့ များများ Speak out လုပ်ပေးဖို့လိုပါတယ် !!! ကိုဝေမိုးနိုင် ..အန္တရာယ်ကင်းပါစေ ..!!! #အရေးတော်ပုံအောင်ရမည် https://t.co/OHCoBdFaDt,Ko Wai Moe Naing (Panda Gyi) from Monywa is confirmed to be arrested. He was hit by a private car and then beaten before being taken away. We need to speak out more!! May Ko Wai Moe Naing be safe! #WinTheRevolution https://t.co/OHCoBdFaDt,It is certain that Ko Wai Moe Naing (Big Panda) from Mon Village has been arrested!!! They said that they were beaten and arrested by a car.. We need more people to speak out!!! Ko Wai Moe Naing .. be safe ..!!! #สี่วัววั้ว https://t.co/OHCoBdFaDt
